mp_id,oxidation_states,entry_type
mp-542818,"{'Ba': 2.0, 'V': 4.0, 'S': -2.0}",GGA
mp-542844,"{'V': 5.0, 'O': -2.0}",GGA+U
mp-542846,"{'As': 2.0, 'S': -2.0}",GGA
mp-542860,"{'V': 5.0, 'Cu': 2.0, 'O': -2.0}",GGA+U
mp-542899,"{'Sr': 2.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-542915,{},GGA
mp-542967,"{'Sn': 2.0, 'S': 6.0, 'O': -2.0}",GGA
mp-543011,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-545343,"{'Li': 1.0, 'I': 5.0, 'O': -2.0}",GGA
mp-545348,"{'Mg': 2.0, 'V': 4.0, 'O': -2.0}",GGA+U
mp-545379,"{'In': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-545387,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-545482,"{'Pd': 2.0, 'Se': 4.0, 'O': -2.0}",GGA
mp-545488,"{'Si': 4.0, 'O': -2.0}",GGA
mp-545522,"{'Co': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-545541,"{'Na': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-545544,"{'Ba': 2.0, 'Ta': 5.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-545552,"{'Sn': 2.0, 'O': -2.0}",GGA
mp-545598,"{'U': 6.0, 'Cd': 2.0, 'O': -2.0}",GGA
mp-5456,"{'Sr': 2.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-545603,"{'Ba': 2.0, 'Bi': 3.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-545619,"{'Hg': 2.0, 'O': -2.0}",GGA
mp-545622,"{'Zn': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-545630,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-545643,"{'Ba': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-545712,"{'Li': 1.0, 'U': 5.0, 'O': -2.0}",GGA
mp-545719,"{'Si': 4.0, 'O': -2.0}",GGA
mp-545730,"{'Ag': 1.0, 'C': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-545756,"{'Zn': 2.0, 'S': 6.0, 'O': -2.0}",GGA
mp-545760,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-545771,"{'Cr': 5.333333333333333, 'O': -2.0}",GGA+U
mp-545783,{},GGA
mp-545796,"{'Cr': 5.333333333333333, 'O': -2.0}",GGA+U
mp-545820,"{'Sn': 2.0, 'O': -2.0}",GGA
mp-545825,"{'Na': 1.0, 'I': 3.0, 'O': -1.333333333333333}",GGA
mp-545850,"{'V': 5.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-545974,"{'Al': 3.0, 'P': 5.0, 'O': -2.0}",GGA
mp-545999,"{'Ag': 1.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-546007,"{'La': 3.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-546027,"{'Cr': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-546079,"{'Mg': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-546118,"{'Na': 1.0, 'Cl': 7.0, 'O': -2.0}",GGA
mp-546226,"{'Ca': 2.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-546279,"{'Sc': 3.0, 'Br': -1.0, 'O': -2.0}",GGA
mp-546449,"{'Ba': 2.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-546546,"{'Si': 4.0, 'O': -2.0}",GGA
mp-546551,"{'Na': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-546633,"{'K': 1.0, 'Cl': 7.0, 'O': -2.0}",GGA
mp-546643,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-546684,"{'Pd': 2.0, 'Se': 4.0, 'O': -2.0}",GGA
mp-546711,"{'Cs': 1.0, 'Cl': 7.0, 'O': -2.0}",GGA
mp-546787,"{'K': 1.0, 'N': 3.0, 'O': -2.0}",GGA
mp-546794,"{'Si': 4.0, 'O': -2.0}",GGA
mp-5468,"{'Na': 1.0, 'Al': 3.0, 'F': -1.0}",GGA
mp-546864,"{'Y': 3.0, 'C': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-546910,"{'Ca': 2.0, 'Sn': 4.0, 'O': -2.0}",GGA
mp-546973,"{'Sr': 2.0, 'Sn': 4.0, 'O': -2.0}",GGA
mp-547029,"{'Na': 1.0, 'S': 6.0, 'O': -2.0, 'F': -1.0}",GGA
mp-547069,"{'Fe': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-5472,"{'Nb': 5.0, 'Cd': 2.0, 'O': -2.0}",GGA
mp-547622,"{'Pm': 3.0, 'O': -2.0}",GGA
mp-547792,"{'K': 1.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-547864,"{'Cd': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-547898,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-5479,"{'Rb': 1.0, 'Al': 3.0, 'F': -1.0}",GGA
mp-548,{},GGA
mp-548170,"{'U': 5.333333333333333, 'O': -2.0}",GGA
mp-548231,"{'Fe': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-548403,"{'Ca': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-548598,"{'U': 6.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-548658,"{'Rb': 1.0, 'P': 5.0, 'O': -2.0}",GGA
mp-548691,"{'Sr': 2.0, 'Zn': 2.0, 'Re': 6.0, 'O': -2.0}",GGA
mp-5488,"{'Li': 1.0, 'In': 3.0, 'O': -2.0}",GGA
mp-548824,"{'Ba': 2.0, 'Tb': 4.0, 'O': -2.0}",GGA
mp-549158,"{'In': 3.0, 'Cu': 1.0, 'O': -2.0}",GGA
mp-549389,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-549565,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-5496,"{'Al': 3.0, 'C': -4.0, 'N': -3.0}",GGA
mp-549687,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-549711,"{'Ca': 2.0, 'Fe': 3.0, 'Cl': -1.0, 'O': -2.0}",GGA+U
mp-549869,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-550008,"{'Sc': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-550081,"{'Ba': 2.0, 'La': 3.0, 'Ir': 5.0, 'O': -2.0}",GGA
mp-550172,"{'Sn': 4.0, 'O': -2.0}",GGA
mp-550206,"{'Co': 4.0, 'O': -2.0}",GGA+U
mp-5503,"{'Er': 3.0, 'Ta': 5.0, 'O': -2.0}",GGA
mp-550314,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-550320,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-550468,"{'Co': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-550469,"{'Ti': 4.0, 'Zn': 2.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-550498,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-550547,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-5506,"{'Ba': 2.0, 'Al': 3.0, 'Si': -4.0}",GGA
mp-550622,"{'V': 5.0, 'Cd': 2.0, 'O': -2.0}",GGA+U
mp-550722,"{'Ba': 2.0, 'Tl': 3.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-550759,"{'Rb': 1.0, 'Cl': 7.0, 'O': -2.0}",GGA
mp-550798,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-550895,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-550908,"{'Sr': 2.0, 'Hf': 4.0, 'O': -2.0}",GGA
mp-550998,"{'Ti': 4.0, 'Zn': 2.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-5510,{},GGA
mp-551176,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551267,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551269,"{'Ba': 2.0, 'La': 3.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-5514,"{'Tb': 3.0, 'Cu': 1.0, 'Si': -4.0}",GGA
mp-551407,"{'Co': 2.0, 'Se': 6.0, 'O': -2.0}",GGA+U
mp-551451,"{'Fe': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-551561,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551613,"{'Ba': 2.0, 'Cu': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-551690,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551736,"{'K': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551740,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551758,"{'Ag': 1.0, 'Cl': 7.0, 'O': -2.0}",GGA
mp-5518,"{'Ga': 3.0, 'Ag': 1.0, 'Se': -2.0}",GGA
mp-551830,"{'Sr': 2.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-551848,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-551886,"{'Na': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-5519,{},GGA
mp-551905,{},GGA
mp-552024,"{'Li': 1.0, 'Co': 3.5, 'O': -2.0}",GGA+U
mp-552089,"{'Sr': 2.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-552113,"{'V': 3.0, 'O': -2.0}",GGA+U
mp-552120,"{'Y': 3.0, 'Cl': -1.0, 'O': -2.0}",GGA
mp-552169,"{'Ag': 1.0, 'Cl': 3.0, 'O': -2.0}",GGA
mp-552176,"{'Ba': 2.0, 'Pr': 3.0, 'Nb': 5.0, 'O': -2.0}",GGA
mp-552200,"{'Ba': 2.0, 'Ta': 5.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-552454,"{'Sr': 2.0, 'Ta': 5.0, 'N': -3.0, 'O': -2.0}",GGA
mp-552588,"{'Li': 1.0, 'Nb': 5.0, 'O': -2.0}",GGA
mp-552623,"{'Na': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-552676,"{'La': 3.0, 'Fe': 3.0, 'O': -2.0}",GGA+U
mp-552694,"{'Yb': 3.0, 'S': -2.0, 'O': -2.0}",r2SCAN
mp-552729,"{'K': 1.0, 'I': 5.0, 'O': -2.0}",GGA
mp-552806,"{'Ba': 2.0, 'Bi': 3.0, 'Cl': -1.0, 'O': -2.0}",GGA
mp-552941,"{'Na': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-552966,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-553347,"{'La': 3.0, 'O': -2.0}",GGA
mp-553432,"{'Ti': 4.0, 'O': -2.0}",GGA
mp-553875,"{'Zr': 4.0, 'S': -2.0, 'N': -3.0}",GGA
mp-553881,"{'Si': 4.0, 'O': -2.0}",GGA
mp-553887,"{'Na': 1.0, 'V': 5.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-553932,"{'Ga': 3.0, 'P': 5.0, 'O': -2.0}",GGA
mp-553939,"{'Ca': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-553942,"{'Cu': 1.0, 'S': -2.0}",GGA
mp-553946,"{'Co': 3.0, 'As': -1.0, 'S': -2.0}",GGA
mp-553955,"{'V': 3.0, 'O': -2.0}",GGA+U
mp-553956,"{'P': 5.0, 'Pb': 2.0, 'O': -2.0}",GGA
mp-553994,{},GGA
mp-554002,"{'Al': 3.0, 'H': 1.0, 'O': -2.0}",GGA
mp-554025,"{'S': 4.0, 'N': -3.0, 'F': -1.0}",GGA
mp-554032,{},GGA
mp-554040,"{'Cu': 2.0, 'Se': 6.0, 'O': -2.0}",GGA
mp-554048,"{'Na': 1.0, 'Ag': 1.0, 'N': 3.0, 'O': -2.0}",GGA
mp-554055,"{'Ho': 2.0, 'S': -2.0}",GGA
mp-554089,"{'Si': 4.0, 'O': -2.0}",GGA
mp-554109,"{'Cu': 2.0, 'Se': 6.0, 'O': -2.0}",GGA
mp-554120,"{'Dy': 3.0, 'Cu': 1.0, 'S': -2.0}",GGA
mp-554134,"{'Sn': 2.0, 'S': -2.0}",GGA
mp-554136,"{'Ba': 2.0, 'Tb': 3.0, 'Mn': 3.0, 'O': -2.0}",GGA+U
mp-554148,"{'K': 1.0, 'Fe': 3.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-554172,"{'Ba': 2.0, 'Zr': 4.0, 'S': -2.0}",GGA
mp-554201,"{'Mo': 3.0, 'F': -1.0}",GGA+U
mp-554222,"{'Zr': 4.0, 'Co': 2.0, 'F': -1.0}",GGA+U
mp-554235,"{'La': 3.0, 'Hf': 4.0, 'O': -2.0}",GGA
mp-554278,"{'Ti': 4.0, 'O': -2.0}",GGA
mp-554302,"{'Cs': 1.0, 'Na': 1.0, 'Mn': 3.0, 'F': -1.0}",GGA+U
mp-554304,{},GGA
mp-554310,"{'Tl': 1.0, 'Bi': 3.0, 'S': -2.0}",GGA
mp-554328,"{'Na': 1.0, 'S': 6.0, 'O': -1.75}",GGA
mp-554344,"{'Li': 1.0, 'Al': 3.0, 'B': 3.0, 'O': -2.0}",GGA
mp-554355,"{'Ca': 2.0, 'F': -1.0}",GGA
mp-554397,"{'Si': 4.0, 'O': -2.0}",GGA
mp-554405,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-554410,"{'Ba': 2.0, 'La': 3.0, 'Ru': 5.0, 'O': -2.0}",GGA
mp-554462,"{'Ti': 2.0, 'S': -2.0}",GGA
mp-554533,"{'Hg': 1.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-554543,"{'Si': 4.0, 'O': -2.0}",GGA
mp-554573,"{'Si': 4.0, 'O': -2.0}",GGA
mp-554593,"{'Tb': 3.0, 'Ta': 5.0, 'O': -2.0}",GGA
mp-554601,"{'Rb': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-554626,"{'Ba': 2.0, 'Br': 5.0, 'O': -2.0}",GGA
mp-554663,"{'Mg': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-554678,"{'Ca': 2.0, 'Ge': 4.0, 'O': -2.0}",GGA
mp-554705,"{'Ni': 2.0, 'P': 5.0, 'O': -2.0}",GGA+U
mp-554758,"{'Si': 4.0, 'P': 5.0, 'O': -2.0}",GGA
mp-554765,"{'Ba': 2.0, 'Sb': 5.0, 'F': -1.0}",GGA
mp-554770,"{'Sm': 3.0, 'Mo': 4.0, 'O': -2.0}",GGA+U
mp-554775,"{'Ca': 2.0, 'Cu': 2.0, 'O': -2.0}",GGA
mp-554799,"{'V': 4.0, 'F': -1.0}",GGA+U
mp-554800,"{'La': 3.0, 'Mn': 3.0, 'O': -2.0}",GGA+U
mp-554858,"{'Cs': 1.0, 'Na': 1.0, 'Mn': 3.0, 'F': -1.0}",GGA+U
mp-554868,"{'Al': 3.0, 'Mo': 3.25, 'S': -2.0}",GGA
mp-554878,"{'Pr': 3.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-554883,"{'Al': 3.0, 'H': 1.0, 'O': -2.0}",GGA
mp-554940,"{'Li': 1.0, 'Cr': 5.0, 'O': -2.0}",GGA+U
mp-555022,"{'Lu': 3.0, 'Se': 4.0, 'O': -2.0, 'F': -1.0}",GGA
mp-555037,"{'Ta': 4.0, 'S': -2.0}",GGA
mp-555044,"{'Dy': 3.0, 'Cu': 1.0, 'S': -2.0}",GGA
mp-555066,"{'Mo': 2.333333333333333, 'Pb': 2.0, 'S': -2.0}",GGA
mp-555077,"{'Sn': 2.0, 'I': -1.0, 'F': -1.0}",GGA
mp-555100,"{'Nb': 5.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-555123,"{'K': 1.0, 'Mn': 2.0, 'F': -1.0}",GGA+U
mp-555147,"{'Si': 4.0, 'O': -2.0}",GGA
mp-555159,"{'Pr': 3.0, 'O': -2.0}",GGA
mp-555199,"{'Tl': 1.0, 'Hg': 2.0, 'As': 3.0, 'S': -2.0}",GGA
mp-555218,"{'Ba': 2.0, 'Br': -1.0, 'O': -2.0}",GGA
mp-555256,"{'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-555272,"{'Na': 1.0, 'Zr': 4.0, 'F': -1.0}",GGA
mp-555293,"{'Nb': 4.0, 'S': -2.0}",GGA
mp-555296,"{'Yb': 3.0, 'Ta': 5.0, 'O': -2.0}",r2SCAN
mp-555332,"{'Ba': 2.0, 'Cu': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-555345,"{'Cr': 3.0, 'Cu': 1.0, 'S': -2.0}",GGA
mp-555351,"{'Fe': 3.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-555377,"{'Li': 1.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-555410,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-555411,"{'Si': 4.0, 'O': -2.0}",GGA
mp-555483,"{'Si': 4.0, 'O': -2.0}",GGA
mp-555538,"{'Al': 3.0, 'P': 1.0, 'S': -1.0}",GGA
mp-555544,"{'Si': 4.0, 'O': -2.0}",GGA
mp-555552,"{'K': 1.0, 'Na': 1.0, 'S': 6.0, 'O': -2.0}",GGA
mp-555565,"{'Ag': 1.2, 'Pb': 3.0, 'O': -2.0}",GGA
mp-555569,"{'Cr': 3.0, 'S': -2.0}",GGA
mp-555574,"{'Dy': 3.0, 'O': -2.0}",GGA
mp-555585,"{'Ba': 2.0, 'F': -1.0}",GGA
mp-555586,"{'Lu': 3.0, 'P': 5.0, 'O': -2.0}",GGA
mp-555597,"{'V': 3.5, 'O': -2.0}",GGA+U
mp-555657,"{'Y': 3.0, 'Cr': 5.0, 'O': -2.0}",GGA+U
mp-555665,"{'Na': 1.0, 'V': 5.0, 'O': -2.0}",GGA+U
mp-555667,"{'Rb': 1.0, 'Fe': 3.0, 'F': -1.0}",GGA+U
mp-555692,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-555735,"{'Ca': 2.0, 'Ir': 4.0, 'O': -2.0}",GGA
mp-555740,"{'Si': 4.0, 'O': -2.0}",GGA
mp-555839,"{'Mn': 4.0, 'Ni': 2.0, 'Bi': 3.0, 'O': -2.0}",GGA+U
mp-555843,"{'Ag': 1.0, 'As': 3.0, 'S': -2.0}",GGA
mp-555857,"{'Ba': 2.0, 'V': 4.0, 'S': -2.0}",GGA
mp-555858,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-555891,"{'Si': 4.0, 'O': -2.0}",GGA
mp-555918,"{'Hg': 1.0, 'Se': 4.0, 'O': -2.0}",GGA
mp-555929,"{'Sr': 2.0, 'Mn': 2.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-555997,"{'Os': 4.0, 'C': 1.5, 'Cl': -1.0, 'O': -2.0}",GGA
mp-5560,"{'Cd': 2.0, 'B': 3.0, 'O': -2.0}",GGA
mp-556003,"{'Ca': 2.0, 'Ti': 4.0, 'O': -2.0}",GGA
mp-556005,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-556027,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556034,"{'C': 4.0, 'O': -2.0}",GGA
mp-556076,"{'Sr': 2.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-556084,"{'K': 1.0, 'Cl': 5.0, 'O': -2.0}",GGA
mp-556093,"{'Cu': 2.0, 'Mo': 4.0, 'F': -1.0}",GGA+U
mp-556104,"{'La': 3.0, 'Cr': 6.0, 'O': -2.0}",GGA+U
mp-556111,"{'Y': 3.0, 'Se': -2.0, 'F': -1.0}",GGA
mp-556139,"{'Ba': 2.0, 'Zr': 4.0, 'P': 5.0, 'O': -2.0}",GGA
mp-556163,"{'Zn': 2.0, 'Si': 4.0, 'O': -2.0}",GGA
mp-556176,"{'Li': 1.0, 'Zr': 4.0, 'F': -1.0}",GGA
mp-556225,"{'Ag': 1.0, 'S': -2.0}",GGA
mp-556235,"{'Ca': 2.0, 'C': 4.0, 'O': -2.0}",GGA
mp-556242,"{'Y': 3.0, 'F': -1.0}",GGA
mp-556253,"{'Tm': 3.0, 'O': -2.0}",GGA
mp-556296,"{'Ba': 2.0, 'S': -0.6666666666666661}",GGA
mp-556320,"{'Cs': 1.0, 'Na': 1.0, 'Fe': 3.0, 'F': -1.0}",GGA+U
mp-556324,"{'Ni': 2.0, 'F': -1.0}",GGA+U
mp-556340,"{'Ca': 2.0, 'Ta': 5.0, 'N': -3.0, 'O': -2.0}",GGA
mp-556360,"{'Zr': 4.0, 'Co': 2.0, 'F': -1.0}",GGA+U
mp-556362,"{'Bi': 3.0, 'Se': 4.0, 'Cl': -1.0, 'O': -2.0}",GGA
mp-556365,"{'K': 1.0, 'Cr': 2.0, 'F': -1.0}",GGA+U
mp-556369,"{'Cd': 2.0, 'Hg': 2.0, 'Se': 6.0, 'O': -2.0}",GGA
mp-556375,"{'Ba': 2.0, 'La': 3.0, 'Sb': 5.0, 'O': -2.0}",GGA
mp-556376,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556378,"{'Bi': 3.0, 'Se': 4.0, 'Cl': -1.0, 'O': -2.0}",GGA
mp-556384,"{'Ca': 2.0, 'Ni': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-556395,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-556415,"{'Li': 1.0, 'Mn': 3.0, 'O': -2.0}",GGA+U
mp-556439,"{'S': 3.333333333333333, 'N': -3.0, 'O': -2.0}",GGA
mp-556468,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-556480,"{'Ti': 3.333333333333333, 'O': -2.0}",GGA
mp-556485,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-556491,"{'Na': 1.0, 'Li': 1.0, 'V': 5.0, 'O': -2.0}",GGA+U
mp-556497,"{'Rb': 1.0, 'Ni': 2.5, 'F': -1.0}",GGA+U
mp-556527,"{'Rb': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-556549,"{'Bi': 3.0, 'O': -2.0}",GGA
mp-556560,"{'Mn': 3.0, 'F': -1.0}",GGA+U
mp-556565,"{'K': 1.0, 'Br': 3.0, 'F': -1.0}",GGA
mp-556582,"{'Cu': 2.0, 'I': 5.0, 'O': -2.0}",GGA
mp-556583,"{'Cs': 1.0, 'Sb': 3.0, 'F': -1.0}",GGA
mp-556584,"{'Pm': 3.0, 'O': -2.0}",GGA
mp-556585,"{'Mn': 2.0, 'F': -1.0}",GGA+U
mp-556588,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556590,"{'Ba': 2.0, 'Fe': 3.0, 'Cu': 2.0, 'F': -1.0}",GGA+U
mp-5566,"{'K': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-556605,"{'Zr': 4.0, 'O': -2.0}",GGA
mp-556619,"{'Na': 1.0, 'La': 3.0, 'Mg': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-556640,"{'Cu': 1.0, 'Bi': 3.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-556646,"{'Rb': 1.0, 'Fe': 3.0, 'F': -1.0}",GGA+U
mp-556660,"{'C': 2.0, 'O': -2.0}",GGA
mp-556662,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556742,"{'Ga': 2.0, 'S': -2.0}",GGA
mp-556750,"{'Co': 4.0, 'O': -2.0}",GGA+U
mp-556788,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556807,"{'Ba': 2.0, 'W': 6.0, 'O': -2.0}",GGA+U
mp-556812,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556857,"{'V': 4.0, 'Cd': 2.0, 'O': -2.0}",GGA+U
mp-556859,"{'Hg': 2.0, 'O': -2.0}",GGA
mp-556870,"{'Mg': 2.0, 'Al': 3.0, 'O': -2.0}",GGA
mp-556916,"{'Ga': 3.0, 'Ag': 1.0, 'S': -2.0}",GGA
mp-556925,"{'Ti': 4.0, 'Mn': 2.0, 'O': -2.0}",GGA+U
mp-556961,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556978,"{'Na': 1.0, 'S': -2.0}",GGA
mp-556983,"{'La': 3.0, 'Ga': 3.0, 'O': -2.0}",GGA
mp-556985,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556994,"{'Si': 4.0, 'O': -2.0}",GGA
mp-556995,"{'Nd': 3.0, 'O': -2.0}",GGA
mp-557,"{'Te': 4.0, 'O': -2.0}",GGA
mp-557035,"{'K': 1.0, 'S': 6.0, 'O': -2.0, 'F': -1.0}",GGA
mp-557055,"{'Cu': 3.0, 'Cl': 7.0, 'F': -1.0}",GGA
mp-557057,"{'Nb': 4.0, 'O': -2.0}",GGA
mp-557118,"{'Si': 4.0, 'O': -2.0}",GGA
mp-557134,"{'Si': 4.0, 'O': -2.0}",GGA
mp-557142,"{'Li': 1.0, 'S': -2.0}",GGA
mp-557151,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-557158,"{'Cr': 3.0, 'Mo': 3.0, 'F': -1.0}",GGA+U
mp-557179,"{'Na': 1.0, 'Sb': 3.0, 'S': -2.0}",GGA
mp-557194,"{'Si': 4.0, 'O': -2.0}",GGA
mp-557233,"{'Al': 3.0, 'Tl': 1.0, 'F': -1.0}",GGA
mp-557244,"{'Si': 4.0, 'O': -2.0}",GGA
mp-557266,"{'Hg': 2.0, 'O': -1.0}",GGA
mp-557308,"{'Zn': 2.0, 'S': -2.0}",GGA
mp-557310,"{'Li': 1.0, 'Y': 3.0, 'Mo': 6.0, 'O': -2.0}",GGA+U
mp-557375,"{'Na': 1.0, 'Li': 1.0, 'C': 4.0, 'O': -2.0}",GGA
mp-557397,"{'K': 1.0, 'Mn': 4.0, 'F': -1.0}",GGA+U
mp-557450,"{'Na': 1.0, 'Pt': 4.0, 'O': -2.0}",GGA
mp-557453,"{'La': 3.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-557465,"{'Si': 4.0, 'O': -2.0}",GGA
mp-557466,"{'Bi': 3.0, 'F': -1.0}",GGA
mp-557471,"{'Mn': 3.0, 'As': 5.0, 'O': -2.0}",GGA+U
mp-5575,"{'Gd': 3.0, 'Ta': 5.0, 'O': -2.0}",GGA
mp-557523,"{'V': 4.0, 'S': -2.0}",GGA
mp-557539,"{'Mo': 3.0, 'F': -1.0}",GGA+U
mp-557564,"{'Ce': 3.0, 'Nb': 5.0, 'O': -2.0}",GGA
mp-557569,"{'Sm': 3.0, 'As': -1.0, 'S': -2.0}",GGA
mp-557579,"{'La': 2.0, 'S': -2.0}",GGA
mp-557624,"{'Ce': 3.0, 'P': 5.0, 'O': -2.0}",GGA
mp-557637,"{'Hg': 1.0, 'Se': 4.0, 'O': -2.0}",GGA
mp-557653,"{'Si': 4.0, 'O': -2.0}",GGA
mp-557680,"{'Nb': 5.0, 'Ag': 1.0, 'O': -2.0}",GGA
mp-557691,"{'La': 3.0, 'O': -2.0}",GGA
mp-557713,"{'Ba': 2.0, 'La': 3.0, 'Ta': 5.0, 'O': -2.0}",GGA
mp-557722,"{'La': 3.0, 'S': -1.0, 'O': -2.0}",GGA
mp-557762,"{'Ti': 2.0, 'S': -2.0}",GGA
mp-557772,"{'Cs': 1.0, 'Ni': 2.0, 'F': -1.0}",GGA+U
mp-557783,"{'Y': 3.0, 'Fe': 2.5, 'O': -2.0}",GGA+U
mp-557812,{},GGA
mp-557825,"{'H': 1.0, 'C': 4.0, 'N': -3.0, 'O': -2.0}",GGA
mp-557835,"{'Tl': 1.0, 'F': -1.0}",GGA
