mp_id,oxidation_states,entry_type
mp-1080281,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080288,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080291,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080293,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080294,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080295,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080296,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080297,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080298,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080299,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080300,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080302,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080303,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080304,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080305,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080306,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080307,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080308,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080309,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080312,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080314,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080316,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080317,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080320,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080323,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080324,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080325,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080326,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080327,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080328,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080329,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080330,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080332,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080335,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080337,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080340,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080341,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080345,"{'Ce': 3.5, 'Se': -1.75}",GGA
mp-1080348,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080350,"{'Ce': 3.666666666666666, 'Se': -1.833333333333333}",GGA
mp-1080351,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080353,"{'Ce': 3.0, 'Se': -1.5}",GGA
mp-1080354,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080357,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080358,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080360,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080364,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080366,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1080459,"{'Ge': 2.0, 'Te': -2.0}",GGA
mp-1080481,{},GGA
mp-1080483,"{'B': 3.0, 'C': -1.0, 'N': -1.0}",GGA
mp-1080486,"{'Ti': 2.0, 'Fe': 1.0, 'P': -3.0}",GGA
mp-1080506,"{'Sr': 2.0, 'Ta': 5.0, 'In': 3.0, 'O': -2.0}",GGA
mp-1080522,{},GGA
mp-1080523,{},GGA
mp-1080525,"{'Fe': 3.0, 'B': -3.0}",GGA
mp-1080533,{},GGA
mp-1080538,"{'Cu': 2.0, 'Br': -1.0, 'N': 2.0, 'O': -1.0}",GGA
mp-1080546,{},GGA
mp-1080552,{},GGA
mp-1080562,{},GGA
mp-1080567,"{'Sm': 2.0, 'Ni': 2.0, 'Sb': -3.0}",GGA
mp-1080575,"{'Sr': 2.0, 'Zr': 4.0, 'O': -2.0}",GGA
mp-1080577,{},GGA
mp-1080586,{},GGA
mp-1080587,"{'Cd': 2.0, 'N': 1.0, 'Cl': -1.0}",GGA
mp-1080591,"{'Ca': 2.0, 'Fe': 2.0, 'As': -3.0, 'F': -1.0}",GGA+U
mp-1080606,"{'La': 2.0, 'Si': -4.0, 'Pt': 3.0}",GGA
mp-1080608,{},GGA
mp-1080625,"{'Sr': 2.0, 'Li': 1.0, 'Re': 7.0, 'O': -2.0}",GGA
mp-1080646,{},GGA
mp-1080659,"{'Os': 4.0, 'C': -4.0}",GGA
mp-1080679,"{'Li': 1.0, 'Ta': 5.0, 'F': -1.0}",GGA
mp-1080709,{},GGA
mp-1080725,"{'Sn': 2.0, 'H': -0.5}",GGA
mp-1080727,"{'Sn': 2.0, 'N': 1.0, 'F': -1.0}",GGA
mp-1080760,{},GGA
mp-1080782,{},GGA
mp-1080789,"{'Sb': 3.0, 'Te': -2.0}",GGA
mp-1080812,"{'Tm': 3.0, 'Sb': 5.0, 'Pb': 2.0, 'O': -2.0}",GGA
mp-1080815,{},GGA
mp-1080821,{},GGA
mp-1080825,"{'C': 1.333333333333333, 'N': -3.0, 'Cl': -1.0}",GGA
mp-1080828,"{'K': 1.0, 'Cu': 2.0, 'F': -1.0}",GGA
mp-1080853,"{'Ce': 4.0, 'Se': -2.0}",GGA
mp-1081,"{'V': 2.666666666666666, 'S': -2.0}",GGA
mp-10816,"{'Nd': 3.0, 'Ag': 2.0, 'As': -2.5}",GGA
mp-10844,"{'Te': -2.0, 'Ir': 4.0}",GGA
mp-10845,"{'Te': -2.0, 'Ir': 4.0}",GGA
mp-1084762,"{'Mn': 2.0, 'Re': 6.0, 'Pb': 2.0, 'O': -2.0}",GGA+U
mp-1084775,{},GGA
mp-1084785,"{'K': 1.0, 'Al': 3.0, 'O': -2.0}",GGA
mp-1084797,"{'Ho': 2.0, 'B': 1.0, 'C': -2.0}",GGA
mp-1084804,"{'Nd': 2.0, 'B': 3.0, 'C': -4.0}",GGA
mp-1084808,{},r2SCAN
mp-1084815,"{'Nd': 2.0, 'Si': -4.0, 'Pt': 3.0}",GGA
mp-1084828,{},GGA
mp-1084830,"{'La': 2.0, 'Ge': -2.0}",GGA
mp-1084840,"{'Ti': 4.0, 'Zn': 2.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-1084850,{},GGA+U
mp-10851,"{'Si': 4.0, 'O': -2.0}",GGA
mp-10852,"{'La': 2.0, 'B': 3.0, 'C': -4.0}",GGA
mp-10853,"{'Pr': 4.0, 'B': 2.0, 'C': -4.0}",GGA
mp-10854,"{'Tb': 4.0, 'B': 2.0, 'C': -4.0}",GGA
mp-10857,"{'Tm': 2.0, 'B': 3.0, 'C': -4.0}",GGA
mp-10858,{},GGA
mp-1086,"{'Ta': 4.0, 'C': -4.0}",GGA
mp-1086666,"{'Sr': 2.0, 'Ta': 5.0, 'In': 3.0, 'O': -2.0}",GGA
mp-1086668,{},GGA
mp-1086669,"{'Ni': 2.0, 'P': -3.0, 'W': 4.0}",GGA
mp-1086673,"{'Dy': 3.0, 'Te': -1.0}",GGA
mp-1086677,"{'Na': 1.0, 'Sn': 4.0, 'O': -1.0}",GGA
mp-1087,"{'Sr': 2.0, 'S': -2.0}",GGA
mp-1087215,"{'Na': 1.0, 'As': 5.0, 'F': -1.0}",GGA
mp-1087228,{},GGA
mp-1087474,"{'Pr': 3.0, 'Cl': -1.0, 'O': -1.0}",GGA
mp-1087475,"{'Nb': 4.0, 'Cr': 2.0, 'N': -3.0}",GGA
mp-1087486,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1087492,"{'Li': 1.0, 'Zn': 2.0, 'Si': -4.0}",GGA
mp-1087502,{},GGA
mp-1087507,"{'Ce': 4.0, 'B': 1.0, 'C': -3.0}",GGA
mp-1087509,"{'P': -1.0, 'Os': 4.0}",GGA
mp-1087512,"{'Tm': 3.0, 'Te': -1.0}",GGA
mp-1087523,{},GGA
mp-1087524,"{'Li': 1.0, 'H': 1.0, 'N': -3.0}",GGA
mp-1087532,"{'Cs': 1.0, 'Lu': 3.0, 'S': -2.0}",GGA
mp-1088,{},r2SCAN
mp-10889,{},GGA
mp-10890,{},GGA
mp-10902,{},GGA
mp-10903,{},GGA
mp-10904,{},GGA
mp-10905,{},GGA
mp-10907,{},GGA
mp-10908,{},GGA
mp-1091368,{},GGA
mp-1091371,"{'Bi': 3.0, 'O': -2.0}",GGA
mp-1091374,"{'Nb': 3.0, 'Cr': 3.0, 'N': -3.0}",GGA
mp-1091375,"{'Pb': 2.0, 'S': -2.0}",GGA
mp-1091380,{},GGA
mp-1091389,{},GGA
mp-1091390,{},GGA
mp-1091417,"{'Ag': 1.0, 'N': -1.0}",GGA
mp-1092225,"{'Ce': 3.0, 'Lu': 3.0, 'S': -2.0}",GGA
mp-1092248,{},GGA
mp-1092291,{},GGA
mp-1092293,{},GGA
mp-1092328,"{'Sc': 3.0, 'Ir': 3.0, 'C': -3.0}",GGA
mp-1093542,{},GGA
mp-1093548,{},GGA
mp-1093551,{},GGA
mp-1093558,{},GGA
mp-1093560,{},GGA
mp-1093565,{},GGA
mp-1093579,{},GGA
mp-1093603,{},GGA
mp-1093605,{},GGA
mp-1093610,{},GGA
mp-1093612,{},GGA
mp-1093615,{},GGA
mp-1093616,{},GGA
mp-1093645,{},GGA
mp-1093647,{},GGA
mp-1093658,{},GGA
mp-1093660,{},GGA
mp-1093666,{},GGA
mp-1093679,{},GGA
mp-1093681,{},GGA
mp-1093683,{},GGA
mp-1093692,{},GGA
mp-1093700,{},GGA
mp-1093704,{},GGA
mp-1093708,{},GGA
mp-1093722,{},GGA
mp-1093723,{},GGA
mp-1093725,{},GGA
mp-1093726,{},GGA
mp-1093756,{},GGA
mp-1093768,{},GGA
mp-1093770,{},GGA
mp-1093778,{},GGA
mp-1093780,{},GGA
mp-1093784,{},GGA
mp-1093789,{},GGA
mp-1093793,{},GGA
mp-1093795,{},GGA
mp-1093798,{},GGA
mp-1093801,{},GGA
mp-1093815,{},GGA
mp-1093823,{},GGA
mp-1093829,{},GGA
mp-1093860,{},GGA
mp-1093863,{},GGA
mp-1093865,{},GGA
mp-1093879,{},GGA
mp-1093887,{},GGA
mp-1093893,{},GGA
mp-1093901,{},GGA
mp-1093903,{},GGA
mp-1093911,{},GGA
mp-1093918,{},GGA
mp-1093924,{},GGA
mp-1093933,{},GGA
mp-1093941,{},GGA
mp-1093945,{},GGA
mp-1093951,{},GGA
mp-1093957,{},GGA
mp-1093966,{},GGA
mp-1093968,{},GGA
mp-1093984,{},GGA
mp-1093992,"{'Zr': 3.0, 'N': -3.0}",GGA
mp-1093993,"{'Zn': 2.0, 'O': -2.0}",GGA
mp-1094002,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1094003,"{'Zn': 2.0, 'O': -1.0}",GGA
mp-1094006,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1094007,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1094008,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1094009,"{'Y': 3.0, 'Ag': 3.0, 'O': -2.0}",GGA
mp-1094011,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1094014,"{'Zn': 2.0, 'Ga': 3.0, 'S': -2.0}",GGA
mp-1094023,"{'V': 2.0, 'C': -4.0}",GGA
mp-1094027,"{'Tm': 2.0, 'Te': -2.0}",GGA
mp-1094035,{},GGA
mp-1094038,"{'Ta': 4.0, 'S': -1.333333333333333}",GGA
mp-1094041,"{'Sr': 2.0, 'Ca': 2.0, 'Mn': 4.0, 'O': -2.0}",GGA+U
mp-1094043,"{'Ti': 3.0, 'In': 1.0, 'S': -2.0}",GGA
mp-1094044,"{'Sr': 2.0, 'Ca': 2.0, 'Mn': 4.0, 'O': -2.0}",GGA+U
mp-1094052,{},GGA
mp-1094055,"{'Sr': 2.0, 'Ca': 2.0, 'Fe': 4.0, 'O': -2.0}",GGA+U
mp-1094065,"{'Sr': 2.0, 'Co': 3.0, 'O': -2.0}",GGA+U
mp-1094067,"{'Sc': 3.0, 'F': -1.0}",GGA
mp-1094068,"{'Sr': 2.0, 'Er': 3.0, 'O': -2.0}",GGA
mp-1094072,{},GGA
mp-1094076,"{'Sr': 2.0, 'Er': 3.0, 'O': -2.0}",GGA
mp-1094088,{},GGA
mp-1094089,"{'Ni': 2.0, 'S': -1.0}",GGA
mp-1094090,{},GGA
mp-1094093,"{'Nb': 4.0, 'C': -4.0}",GGA
mp-1094095,"{'Ni': 3.0, 'Br': -1.0, 'O': -2.0}",GGA+U
mp-1094101,{},GGA
mp-1094112,"{'Nb': 5.0, 'O': -2.0, 'F': -1.0}",GGA
mp-1094115,"{'Na': 1.0, 'O': -1.0}",GGA
mp-1094116,{},GGA
mp-1094121,{},GGA
mp-1094123,"{'Mo': 4.0, 'O': -2.0}",GGA+U
mp-1094129,{},GGA
mp-1094132,{},GGA
mp-1094135,{},GGA
mp-1094149,"{'Na': 1.0, 'Ti': 4.0, 'Bi': 3.0, 'O': -2.0}",GGA
mp-1094156,{},GGA
mp-1094159,{},GGA
mp-1094161,{},GGA
mp-1094164,{},GGA
mp-1094166,{},GGA
mp-1094168,{},GGA
mp-1094169,{},GGA
mp-1094170,{},GGA
mp-1094172,{},GGA
mp-1094173,{},GGA
mp-1094174,{},GGA
mp-1094176,{},GGA
mp-1094180,{},GGA
mp-1094181,{},GGA
mp-1094182,{},GGA
mp-1094183,{},GGA
mp-1094184,{},GGA
mp-1094187,{},GGA
mp-1094188,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094189,{},GGA
mp-1094190,{},GGA
mp-1094191,{},GGA
mp-1094192,{},GGA
mp-1094194,{},GGA
mp-1094195,{},GGA
mp-1094196,{},GGA
mp-1094197,{},GGA
mp-1094198,{},GGA
mp-1094199,{},GGA
mp-1094200,{},GGA
mp-1094201,{},GGA
mp-1094202,{},GGA
mp-1094203,{},GGA
mp-1094204,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094206,{},GGA
mp-1094208,{},GGA
mp-1094209,{},GGA
mp-1094210,{},GGA
mp-1094211,{},GGA
mp-1094212,{},GGA
mp-1094213,{},GGA
mp-1094215,{},GGA
mp-1094216,{},GGA
mp-1094218,{},GGA
mp-1094219,{},GGA
mp-1094220,{},GGA
mp-1094221,{},GGA
mp-1094223,{},GGA
mp-1094228,{},GGA
mp-1094229,{},GGA
mp-1094230,{},GGA
mp-1094232,{},GGA
mp-1094233,{},GGA
mp-1094234,{},GGA
mp-1094235,{},GGA
mp-1094236,{},GGA
mp-1094237,{},GGA
mp-1094238,{},GGA
mp-1094239,{},GGA
mp-1094240,{},GGA
mp-1094241,{},GGA
mp-1094242,{},GGA
mp-1094243,{},GGA
mp-1094244,{},GGA
mp-1094245,{},GGA
mp-1094246,{},GGA
mp-1094247,{},GGA
mp-1094248,{},GGA
mp-1094249,{},GGA
mp-1094250,{},GGA
mp-1094251,{},GGA
mp-1094253,{},GGA
mp-1094255,{},GGA
mp-1094256,{},GGA
mp-1094258,{},GGA
mp-1094259,{},GGA
mp-1094260,{},GGA
mp-1094261,{},GGA
mp-1094263,{},GGA
mp-1094264,{},GGA
mp-1094265,{},GGA
mp-1094267,{},GGA
mp-1094268,{},GGA
mp-1094269,{},GGA
mp-1094271,{},GGA
mp-1094272,{},GGA
mp-1094273,{},GGA
mp-1094275,{},GGA
mp-1094276,{},GGA
mp-1094277,{},GGA
mp-1094279,{},GGA
mp-1094281,{},GGA
mp-1094282,{},GGA
mp-1094283,{},GGA
mp-1094284,{},GGA
mp-1094285,{},GGA
mp-1094286,{},GGA
mp-1094288,{},GGA
mp-1094289,{},GGA
mp-1094291,{},GGA
mp-1094292,{},GGA
mp-1094293,{},GGA
mp-1094294,{},GGA
mp-1094296,{},GGA
mp-1094298,{},GGA
mp-1094299,{},GGA
mp-1094300,{},GGA
mp-1094301,{},GGA
mp-1094302,{},GGA
mp-1094303,{},GGA
mp-1094304,{},GGA
mp-1094305,{},GGA
mp-1094306,{},GGA
mp-1094307,{},GGA
mp-1094308,{},GGA
mp-1094309,{},GGA
mp-1094310,{},GGA
mp-1094311,{},GGA
mp-1094313,{},GGA
mp-1094314,{},GGA
mp-1094316,{},GGA
mp-1094317,{},GGA
mp-1094318,{},GGA
mp-1094320,{},GGA
mp-1094322,{},GGA
mp-1094325,{},GGA
mp-1094326,{},GGA
mp-1094328,{},GGA
mp-1094329,{},GGA
mp-1094331,{},GGA
mp-1094333,{},GGA
mp-1094334,{},GGA
mp-1094335,{},GGA
mp-1094336,{},GGA
mp-1094338,{},GGA
mp-1094339,{},GGA
mp-1094340,{},GGA
mp-1094341,{},GGA
mp-1094343,{},GGA
mp-1094344,{},GGA
mp-1094345,{},GGA
mp-1094346,{},GGA
mp-1094347,{},GGA
mp-1094348,{},GGA
mp-1094349,{},GGA
mp-1094350,{},GGA
mp-1094351,{},GGA
mp-1094352,{},GGA
mp-1094353,{},GGA
mp-1094355,{},GGA
mp-1094356,{},GGA
mp-1094357,{},GGA
mp-1094358,{},GGA
mp-1094359,{},GGA
mp-1094360,{},GGA
mp-1094362,{},GGA
mp-1094364,{},GGA
mp-1094365,{},GGA
mp-1094366,{},GGA
mp-1094367,{},GGA
mp-1094369,{},GGA
mp-1094371,{},GGA
mp-1094372,{},GGA
mp-1094373,{},GGA
mp-1094374,{},GGA
mp-1094375,{},GGA
mp-1094376,{},GGA
mp-1094377,{},GGA
mp-1094378,{},GGA
mp-1094380,{},GGA
mp-1094381,{},GGA
mp-1094383,{},GGA
mp-1094384,{},GGA
mp-1094385,{},GGA
mp-1094386,{},GGA
mp-1094388,{},GGA
mp-1094389,{},GGA
mp-1094390,{},GGA
mp-1094392,{},GGA
mp-1094393,{},GGA
mp-1094395,{},GGA
mp-1094396,{},GGA
mp-1094397,{},GGA
mp-1094398,{},GGA
mp-1094399,{},GGA
mp-1094400,{},GGA
mp-1094401,{},GGA
mp-1094402,{},GGA
mp-1094403,{},GGA
mp-1094404,{},GGA
mp-1094405,{},GGA
mp-1094406,{},GGA
mp-1094407,{},GGA
mp-1094409,{},GGA
mp-1094410,{},GGA
mp-1094411,{},GGA
mp-1094413,{},GGA
mp-1094414,{},GGA
mp-1094415,{},GGA
mp-1094416,{},GGA
mp-1094417,{},GGA
mp-1094418,{},GGA
mp-1094420,{},GGA
mp-1094421,{},GGA
mp-1094422,{},GGA
mp-1094423,{},GGA
mp-1094425,{},GGA
mp-1094427,{},GGA
mp-1094429,{},GGA
mp-1094430,{},GGA
mp-1094431,{},GGA
mp-1094432,{},GGA
mp-1094433,{},GGA
mp-1094434,{},GGA
mp-1094436,{},GGA
mp-1094439,{},GGA
mp-1094441,{},GGA
mp-1094442,{},GGA
mp-1094443,{},GGA
mp-1094444,{},GGA
mp-1094445,{},GGA
mp-1094446,{},GGA
mp-1094448,{},GGA
mp-1094449,{},GGA
mp-1094450,{},GGA
mp-1094451,{},GGA
mp-1094452,{},GGA
mp-1094453,{},GGA
mp-1094454,{},GGA
mp-1094456,{},GGA
mp-1094457,{},GGA
mp-1094458,{},GGA
mp-1094459,{},GGA
mp-1094460,{},GGA
mp-1094461,{},GGA
mp-1094462,{},GGA
mp-1094463,{},GGA
mp-1094464,{},GGA
mp-1094465,{},GGA
mp-1094466,{},GGA
mp-1094467,{},GGA
mp-1094468,{},GGA
mp-1094469,{},GGA
mp-1094471,{},GGA
mp-1094472,{},GGA
mp-1094473,{},GGA
mp-1094474,{},GGA
mp-1094475,{},GGA
mp-1094476,{},GGA
mp-1094477,{},GGA
mp-1094478,{},GGA
mp-1094480,{},GGA
mp-1094482,{},GGA
mp-1094483,{},GGA
mp-1094485,{},GGA
mp-1094486,{},GGA
mp-1094487,{},GGA
mp-1094488,{},GGA
mp-1094489,{},GGA
mp-1094490,{},GGA
mp-1094492,{},GGA
mp-1094493,{},GGA
mp-1094496,{},GGA
mp-1094497,{},GGA
mp-1094498,{},GGA
mp-1094499,{},GGA
mp-1094500,{},GGA
mp-1094502,{},GGA
mp-1094503,{},GGA
mp-1094504,{},GGA
mp-1094505,{},GGA
mp-1094506,{},GGA
mp-1094507,{},GGA
mp-1094509,{},GGA
mp-1094512,{},GGA
mp-1094514,{},GGA
mp-1094516,"{'Mg': 2.0, 'Sb': -1.0}",GGA
mp-1094517,{},GGA
mp-1094518,{},GGA
mp-1094520,{},GGA
mp-1094521,{},GGA
mp-1094522,{},GGA
mp-1094523,{},GGA
mp-1094525,{},GGA
mp-1094527,"{'Mg': 2.0, 'Sb': -1.0}",GGA
mp-1094528,{},GGA
mp-1094529,{},GGA
mp-1094531,{},GGA
mp-1094532,{},GGA
mp-1094533,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094534,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094535,{},GGA
mp-1094537,{},GGA
mp-1094538,{},GGA
mp-1094539,{},GGA
mp-1094541,{},GGA
mp-1094542,{},GGA
mp-1094543,{},GGA
mp-1094544,{},GGA
mp-1094545,"{'Mg': 2.0, 'Sb': -1.0}",GGA
mp-1094546,{},GGA
mp-1094547,"{'Mg': 2.0, 'Sb': -1.0}",GGA
mp-1094548,{},GGA
mp-1094550,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094551,{},GGA
mp-1094552,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094553,{},GGA
mp-1094554,{},GGA
mp-1094557,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094558,{},GGA
mp-1094559,{},GGA
mp-1094560,{},GGA
mp-1094561,"{'Mg': 2.0, 'Sb': -1.0}",GGA
mp-1094564,{},GGA
mp-1094565,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094566,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094568,{},GGA
mp-1094569,{},GGA
mp-1094570,{},GGA
mp-1094571,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094573,{},GGA
mp-1094574,{},GGA
mp-1094575,{},GGA
mp-1094578,{},GGA
mp-1094579,{},GGA
mp-1094580,{},GGA
mp-1094581,{},GGA
mp-1094582,{},GGA
mp-1094583,{},GGA
mp-1094584,{},GGA
mp-1094585,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094586,{},GGA
mp-1094587,{},GGA
mp-1094588,{},GGA
mp-1094589,{},GGA
mp-1094591,{},GGA
mp-1094592,{},GGA
mp-1094593,{},GGA
mp-1094594,{},GGA
mp-1094595,{},GGA
mp-1094596,{},GGA
mp-1094597,{},GGA
mp-1094598,{},GGA
mp-1094599,{},GGA
mp-1094600,{},GGA
mp-1094601,{},GGA
mp-1094603,{},GGA
mp-1094606,{},GGA
mp-1094608,{},GGA
mp-1094609,{},GGA
mp-1094611,{},GGA
mp-1094612,{},GGA
mp-1094613,{},GGA
mp-1094616,{},GGA
mp-1094618,{},GGA
mp-1094619,{},GGA
mp-1094620,{},GGA
mp-1094621,{},GGA
mp-1094622,{},GGA
mp-1094623,{},GGA
mp-1094624,{},GGA
mp-1094625,{},GGA
mp-1094627,{},GGA
mp-1094628,{},GGA
mp-1094629,{},GGA
mp-1094630,{},GGA
mp-1094631,{},GGA
mp-1094632,{},GGA
mp-1094634,{},GGA
mp-1094635,{},GGA
mp-1094636,{},GGA
mp-1094638,{},GGA
mp-1094639,{},GGA
mp-1094640,{},GGA
mp-1094641,{},GGA
mp-1094642,{},GGA
mp-1094643,{},GGA
mp-1094645,{},GGA
mp-1094648,{},GGA
mp-1094649,{},GGA
mp-1094652,{},GGA
mp-1094653,{},GGA
mp-1094654,{},GGA
mp-1094656,{},GGA
mp-1094657,{},GGA
mp-1094658,{},GGA
mp-1094659,{},GGA
mp-1094660,{},GGA
mp-1094661,{},GGA
mp-1094664,{},GGA
mp-1094665,{},GGA
mp-1094666,{},GGA
mp-1094667,{},GGA
mp-1094668,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094670,{},GGA
mp-1094671,{},GGA
mp-1094672,{},GGA
mp-1094673,{},GGA
mp-1094674,{},GGA
mp-1094675,{},GGA
mp-1094676,{},GGA
mp-1094677,{},GGA
mp-1094682,{},GGA
mp-1094684,{},GGA
mp-1094688,{},GGA
mp-1094695,{},GGA
mp-1094702,{},GGA
mp-1094703,{},GGA
mp-1094704,{},GGA
mp-1094711,{},GGA
mp-1094712,{},GGA
mp-1094715,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094724,{},GGA
mp-1094725,{},GGA
mp-1094726,{},GGA
mp-1094729,{},GGA
mp-1094731,{},GGA
mp-1094732,{},GGA
mp-1094734,{},GGA
mp-1094735,{},GGA
mp-1094736,{},GGA
mp-1094739,{},GGA
mp-1094741,{},GGA
mp-1094746,{},GGA
mp-1094747,{},GGA
mp-1094757,{},GGA
mp-1094759,{},GGA
mp-1094760,{},GGA
mp-1094769,{},GGA
mp-1094770,{},GGA
mp-1094774,{},GGA
mp-1094776,{},GGA
mp-1094777,{},GGA
mp-1094779,{},GGA
mp-1094780,{},GGA
mp-1094784,{},GGA
mp-1094786,{},GGA
mp-1094790,{},GGA
mp-1094791,{},GGA
mp-1094792,{},GGA
mp-1094796,{},GGA
mp-10948,"{'Si': 4.0, 'O': -2.0}",GGA
mp-1094801,{},GGA
mp-1094802,{},GGA
mp-1094810,{},GGA
mp-1094812,{},GGA
mp-1094814,{},GGA
mp-1094815,{},GGA
mp-1094822,{},GGA
mp-1094830,{},GGA
mp-1094837,{},GGA
mp-1094839,{},GGA
mp-1094849,{},GGA
mp-1094850,{},GGA
mp-1094851,{},GGA
mp-1094852,{},GGA
mp-1094854,{},GGA
mp-1094855,{},GGA
mp-1094858,{},GGA
mp-1094865,{},GGA
mp-1094867,{},GGA
mp-1094871,{},GGA
mp-1094874,{},GGA
mp-1094878,{},GGA
mp-1094882,{},GGA
mp-1094883,{},GGA
mp-1094889,{},GGA
mp-1094894,{},GGA
mp-1094901,{},GGA
mp-1094902,{},GGA
mp-1094904,{},GGA
mp-1094905,{},GGA
mp-1094906,{},GGA
mp-1094907,{},GGA
mp-1094911,{},GGA
mp-1094918,{},GGA
mp-1094920,{},GGA
mp-1094927,{},GGA
mp-1094936,{},GGA
mp-1094937,{},GGA
mp-1094950,{},GGA
mp-1094951,{},GGA
mp-1094956,{},GGA
mp-1094958,{},GGA
mp-1094961,{},GGA
mp-1094967,"{'Mg': 2.0, 'Sb': -2.0}",GGA
mp-1094968,{},GGA
mp-1094969,{},GGA
mp-1094970,{},GGA
mp-1094971,{},GGA
mp-1094976,{},GGA
mp-1094978,{},GGA
mp-1094980,{},GGA
mp-1094981,{},GGA
mp-1094982,{},GGA
mp-1094983,{},GGA
mp-1094985,{},GGA
mp-1094987,{},GGA
mp-1094988,{},GGA
mp-1094990,{},GGA
mp-1094992,{},GGA
mp-1095001,{},GGA
mp-1095012,{},GGA
mp-1095014,{},GGA
mp-1095016,{},GGA
mp-1095030,"{'B': 3.0, 'C': -0.42857142857142805}",GGA
mp-1095043,"{'Sc': 3.0, 'Os': 4.0, 'C': -3.25}",GGA
mp-1095059,"{'In': 1.0, 'Ga': 3.0, 'Se': -2.0}",GGA
mp-1095060,{},GGA
mp-1095061,{},GGA
mp-1095068,{},GGA
mp-1095073,{},GGA
mp-1095094,"{'Sn': 3.0, 'I': -1.0}",GGA
mp-1095110,"{'Ba': 2.0, 'Sm': 3.0, 'Mo': 5.0, 'O': -2.0}",GGA+U
